user,group,device,ip,Login Time,timedelta to previous same user,timedelta to previous same group,timedelta to previous same device,timedelta to previous same ip,timedelta to previous same user-group,timedelta to previous same user-device,timedelta to previous same user-ip,timedelta to previous same group-device,timedelta to previous same group-ip,timedelta to previous same device-ip,timedelta to previous same user-group-device,timedelta to previous same user-group-ip,timedelta to previous same user-device-ip,timedelta to previous same group-device-ip
133,3,169,36,2023-01-09 10:30:28.095115631,5545.642,840.14594,53238.78,5545.642,5545.642,,5545.642,58824.598,5545.642,,,5545.642,,
104,7,64,44,2023-01-09 10:32:56.977344604,2637.163,2637.163,4261.6445,2637.163,2637.163,,2637.163,521219.03,2637.163,,,2637.163,,
20,1,62,6,2023-01-09 10:33:25.626601223,7634.791,2123.8828,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791,7634.791
78,10,115,55,2023-01-09 10:34:51.452756159,3058.994,311.46616,662.05774,3058.994,3058.994,,3058.994,4900.532,3058.994,,,3058.994,,
129,9,144,15,2023-01-09 10:37:05.658152717,7615.092,796.2631,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092,7615.092
58,10,150,116,2023-01-09 10:37:21.551874787,6902.604,150.09912,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604,6902.604
102,3,39,67,2023-01-09 10:42:31.334805102,2754.7358,723.2397,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358,2754.7358
64,10,45,113,2023-01-09 10:44:08.281788234,7199.851,406.72992,8338.343,7199.851,7199.851,,7199.851,,7199.851,,,7199.851,,
139,10,94,136,2023-01-09 10:53:10.007918573,9057.875,541.72614,8403.551,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875,9057.875
93,2,91,72,2023-01-09 10:54:10.274458498,8813.52,6012.907,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52,8813.52
149,4,82,92,2023-01-09 10:59:20.764097061,7157.572,3947.304,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572,7157.572
74,3,2,80,2023-01-09 11:05:29.523172622,10969.436,1378.1884,11014.788,10969.436,10969.436,,10969.436,18756.713,10969.436,,,10969.436,,
17,3,127,124,2023-01-09 11:06:01.274836946,10332.272,31.751665,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272,10332.272
122,1,162,153,2023-01-09 11:08:11.391539776,5315.418,2085.765,10911.057,5315.418,5315.418,10911.057,5315.418,10911.057,5315.418,10911.057,10911.057,5315.418,10911.057,10911.057
80,3,45,64,2023-01-09 11:10:18.070296377,9908.131,256.79547,1569.7885,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131,9908.131
83,3,10,95,2023-01-09 11:10:44.838798304,7581.17,26.768501,4631.379,7581.17,7581.17,162449.61,7581.17,64221.543,7581.17,162449.61,162449.61,7581.17,162449.61,162449.61
15,10,120,51,2023-01-09 11:14:15.570764455,10741.373,1265.5629,18830.336,10741.373,10741.373,346287.25,10741.373,66120.85,10741.373,346287.25,346287.25,10741.373,346287.25,346287.25
131,4,75,84,2023-01-09 11:15:00.571756479,9794.224,939.8077,84349.74,9794.224,9794.224,540090.56,9794.224,339382.62,9794.224,540090.56,540090.56,9794.224,540090.56,540090.56
135,9,115,112,2023-01-09 11:20:04.045870555,3374.651,2578.3877,2712.593,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651,3374.651
98,3,154,156,2023-01-09 11:20:14.182702875,12097.296,569.34393,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296,12097.296
66,1,122,143,2023-01-09 11:22:56.174659873,9639.169,884.78314,10407.601,9639.169,9639.169,,9639.169,,9639.169,,,9639.169,,
76,8,10,43,2023-01-09 11:24:46.109128224,5873.1235,4543.893,841.2703,5873.1235,5873.1235,367960.88,5873.1235,69717.586,5873.1235,367960.88,367960.88,5873.1235,367960.88,367960.88
53,4,113,75,2023-01-09 11:25:15.482710223,7400.15,614.91095,3335.496,7400.15,7400.15,,7400.15,76335.42,7400.15,,,7400.15,,
17,3,113,124,2023-01-09 11:25:28.781022905,1167.5062,314.59833,13.298313,1167.5062,1167.5062,413871.47,1167.5062,76165.836,1167.5062,413871.47,413871.47,1167.5062,413871.47,413871.47
29,3,169,115,2023-01-09 11:27:05.011037921,10525.772,96.23002,3396.916,10525.772,10525.772,258302.38,10525.772,3396.916,10525.772,258302.38,258302.38,10525.772,258302.38,258302.38
104,7,75,44,2023-01-09 11:30:13.161209390,3436.1838,3436.1838,912.5895,3436.1838,3436.1838,589376.7,3436.1838,168056.62,3436.1838,589376.7,589376.7,3436.1838,589376.7,589376.7
47,10,111,70,2023-01-09 11:30:22.310154129,9754.781,966.7394,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781,9754.781
11,3,54,94,2023-01-09 11:32:35.937078490,11652.6,330.92603,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6,11652.6
46,9,106,154,2023-01-09 11:33:25.016271930,5672.4316,800.9704,10229.933,5672.4316,5672.4316,10229.933,5672.4316,10229.933,5672.4316,10229.933,10229.933,5672.4316,10229.933,10229.933
49,10,169,137,2023-01-09 11:35:56.781507640,12108.711,334.47134,531.77045,12108.711,12108.711,,12108.711,66755.266,12108.711,,,12108.711,,
71,10,169,53,2023-01-09 11:36:01.534994118,7169.587,4.7534866,4.7534866,7169.587,7169.587,,7169.587,4.7534866,7169.587,,,7169.587,,
2,4,75,128,2023-01-09 11:36:30.207341665,6176.747,674.7246,377.04614,6176.747,6176.747,427528.53,6176.747,1289.6356,6176.747,427528.53,427528.53,6176.747,427528.53,427528.53
83,3,10,95,2023-01-09 11:38:43.728583119,1678.8898,367.7915,837.61945,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898,1678.8898
17,3,11,124,2023-01-09 11:44:49.358015065,1160.577,365.62943,8455.663,1160.577,1160.577,84108.56,1160.577,12113.591,1160.577,84108.56,84108.56,1160.577,84108.56,84108.56
98,3,41,156,2023-01-09 11:49:19.756054949,1745.5734,270.39804,98172.66,1745.5734,1745.5734,,1745.5734,98172.66,1745.5734,,,1745.5734,,
7,10,115,130,2023-01-09 11:50:01.224521489,4821.238,839.6895,1797.1787,4821.238,4821.238,,4821.238,4509.772,4821.238,,,4821.238,,
103,3,88,48,2023-01-09 11:50:47.988063471,13030.291,88.23201,7654.0537,13030.291,13030.291,,13030.291,7654.0537,13030.291,,,13030.291,,
119,3,152,38,2023-01-09 11:51:12.393119388,11304.013,24.405056,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013,11304.013
145,3,138,40,2023-01-09 11:53:32.902901645,13291.727,140.50978,14120.746,13291.727,13291.727,,13291.727,14120.746,13291.727,,,13291.727,,
46,9,133,154,2023-01-09 11:55:54.500193072,1349.4839,1349.4839,,1349.4839,1349.4839,,1349.4839,,1349.4839,,,1349.4839,,
64,10,60,113,2023-01-09 11:57:47.202069064,4418.9204,465.97754,11618.771,4418.9204,4418.9204,11618.771,4418.9204,11618.771,4418.9204,11618.771,11618.771,4418.9204,11618.771,11618.771
35,10,44,68,2023-01-09 11:58:22.498396671,12533.925,35.29633,7762.684,12533.925,12533.925,,12533.925,15899.713,12533.925,,,12533.925,,
93,2,10,72,2023-01-09 11:58:41.282432100,3871.008,3871.008,1197.5538,3871.008,3871.008,,3871.008,,3871.008,,,3871.008,,
44,10,10,90,2023-01-09 12:02:08.981103005,9519.899,226.48271,207.69867,9519.899,9519.899,267197.38,9519.899,170349.72,9519.899,267197.38,267197.38,9519.899,267197.38,267197.38
139,10,94,136,2023-01-09 12:02:20.628862402,4150.621,11.647759,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621,4150.621
135,9,84,112,2023-01-09 12:04:23.012386197,2658.9666,508.5122,10650.433,2658.9666,2658.9666,10650.433,2658.9666,10650.433,2658.9666,10650.433,10650.433,2658.9666,10650.433,10650.433
111,3,115,24,2023-01-09 12:04:41.049906507,64477.555,668.14703,879.8254,64477.555,64477.555,248883.98,64477.555,86936.72,64477.555,248883.98,248883.98,64477.555,248883.98,248883.98
92,10,49,1,2023-01-09 12:06:07.109267024,13540.005,226.48041,7389.8276,13540.005,13540.005,13540.005,13540.005,7389.8276,13540.005,13540.005,13540.005,13540.005,13540.005,13540.005
46,9,44,154,2023-01-09 12:06:44.375514267,649.8753,141.36313,501.8771,649.8753,649.8753,,649.8753,180080.92,649.8753,,,649.8753,,
122,1,162,153,2023-01-09 12:15:02.814997009,4011.4233,3126.6404,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233,4011.4233
34,3,68,145,2023-01-09 12:16:31.941769954,14471.926,710.89185,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926,14471.926
2,4,169,128,2023-01-09 12:18:08.543355061,2498.336,2498.336,2527.0083,2498.336,2498.336,524188.38,2498.336,524188.38,2498.336,524188.38,524188.38,2498.336,524188.38,524188.38
142,8,55,89,2023-01-09 12:19:16.401375517,15199.697,3270.2922,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697,15199.697
97,2,72,120,2023-01-09 12:19:19.573342152,11579.339,1238.2909,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339,11579.339
81,10,47,152,2023-01-09 12:21:46.966142896,12673.725,939.8569,15537.149,12673.725,12673.725,,12673.725,15537.149,12673.725,,,12673.725,,
41,3,115,132,2023-01-09 12:23:13.139554822,14519.763,401.19778,1112.0896,14519.763,14519.763,,14519.763,1112.0896,14519.763,,,14519.763,,
62,3,2,144,2023-01-09 12:23:50.957871739,14610.069,37.818317,4701.4346,14610.069,14610.069,179758.64,14610.069,4701.4346,14610.069,179758.64,179758.64,14610.069,179758.64,179758.64
53,4,115,75,2023-01-09 12:24:41.408547939,3565.9258,392.8652,88.26899,3565.9258,3565.9258,166517.03,3565.9258,85752.21,3565.9258,166517.03,166517.03,3565.9258,166517.03,166517.03
50,3,31,17,2023-01-09 12:25:09.199489439,11504.742,78.241615,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742,11504.742
46,9,113,154,2023-01-09 12:26:10.214641294,1165.8391,1165.8391,3641.4336,1165.8391,1165.8391,,1165.8391,173620.42,1165.8391,,,1165.8391,,
69,3,51,83,2023-01-09 12:27:00.178190174,11998.073,110.9787,10044.205,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073,11998.073
45,3,115,57,2023-01-09 12:30:56.814889165,11029.662,236.6367,375.40634,11029.662,11029.662,106742.99,11029.662,463.67532,11029.662,106742.99,106742.99,11029.662,106742.99,106742.99
78,10,143,55,2023-01-09 12:32:15.329816378,7043.877,628.36365,10102.871,7043.877,7043.877,10102.871,7043.877,10102.871,7043.877,10102.871,10102.871,7043.877,10102.871,10102.871
29,3,44,115,2023-01-09 12:33:00.010055975,3954.999,123.19517,1575.6345,3954.999,3954.999,,3954.999,76931.75,3954.999,,,3954.999,,
136,10,64,151,2023-01-09 12:34:04.983104165,16274.044,109.65329,7268.006,16274.044,16274.044,609772.06,16274.044,70566.67,16274.044,609772.06,609772.06,16274.044,609772.06,609772.06
80,3,45,64,2023-01-09 12:36:18.432974146,5160.363,198.42291,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363,5160.363
43,8,124,58,2023-01-09 12:39:11.253714214,12869.436,1194.8523,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436,12869.436
95,3,169,86,2023-01-09 12:42:22.365628569,9151.294,363.93265,1453.8223,9151.294,9151.294,85576.0,9151.294,4517.3545,9151.294,85576.0,85576.0,9151.294,85576.0,85576.0
106,3,2,125,2023-01-09 12:43:58.969826378,15924.607,96.604195,1208.012,15924.607,15924.607,94222.3,15924.607,1208.012,15924.607,94222.3,94222.3,15924.607,94222.3,94222.3
35,10,122,68,2023-01-09 12:44:28.210364738,2765.712,623.22723,4892.0356,2765.712,2765.712,15299.637,2765.712,15299.637,2765.712,15299.637,15299.637,2765.712,15299.637,15299.637
135,9,11,112,2023-01-09 12:48:54.355234870,2671.3428,1364.1406,3844.9973,2671.3428,2671.3428,80102.445,2671.3428,12300.66,2671.3428,80102.445,80102.445,2671.3428,80102.445,80102.445
66,1,165,143,2023-01-09 12:49:54.643145215,5218.4683,2091.8281,10262.059,5218.4683,5218.4683,14857.638,5218.4683,14857.638,5218.4683,14857.638,14857.638,5218.4683,14857.638,14857.638
1,3,10,31,2023-01-09 12:51:42.087148357,11895.052,463.1173,2973.106,11895.052,11895.052,,11895.052,4378.3584,11895.052,,,11895.052,,
58,10,150,116,2023-01-09 12:56:18.194433783,8336.643,709.9841,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643,8336.643
72,3,51,114,2023-01-09 12:59:58.552739983,9810.604,496.4656,1978.3745,9810.604,9810.604,,9810.604,1978.3745,9810.604,,,9810.604,,
35,10,10,68,2023-01-09 13:05:27.736009369,1259.5256,549.54156,825.64886,1259.5256,1259.5256,,1259.5256,3798.755,1259.5256,,,1259.5256,,
136,10,64,151,2023-01-09 13:06:50.596799845,1965.6136,82.860794,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136,1965.6136
47,10,111,70,2023-01-09 13:07:32.444724146,5830.135,41.847923,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135,5830.135
143,10,28,142,2023-01-09 13:09:46.004951859,18979.443,133.56023,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443,18979.443
115,3,64,23,2023-01-09 13:10:29.647396922,15262.561,631.09467,219.0506,15262.561,15262.561,94401.11,15262.561,88227.71,15262.561,94401.11,94401.11,15262.561,94401.11,94401.11
38,5,75,129,2023-01-09 13:12:08.313477551,16011.707,16011.707,5738.106,16011.707,16011.707,92678.59,16011.707,92678.59,16011.707,92678.59,92678.59,16011.707,92678.59,92678.59
129,9,75,15,2023-01-09 13:15:45.121839286,9519.464,1610.7666,216.80836,9519.464,9519.464,422458.72,9519.464,91594.29,9519.464,422458.72,422458.72,9519.464,422458.72,422458.72
78,10,120,55,2023-01-09 13:16:13.238225983,2637.9084,387.23328,7317.6675,2637.9084,2637.9084,264689.9,2637.9084,7317.6675,2637.9084,264689.9,264689.9,2637.9084,264689.9,264689.9
46,9,101,154,2023-01-09 13:17:48.138154517,3097.9236,123.01631,86780.99,3097.9236,3097.9236,,3097.9236,,3097.9236,,,3097.9236,,
112,3,40,71,2023-01-09 13:19:48.212543516,17130.113,558.5651,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113,17130.113
71,10,44,53,2023-01-09 13:20:31.903436138,6270.3687,258.66522,2851.8933,6270.3687,6270.3687,,6270.3687,4929.4053,6270.3687,,,6270.3687,,
9,10,89,54,2023-01-09 13:20:58.880531472,12333.931,26.977095,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931,12333.931
117,7,169,158,2023-01-09 13:25:28.449106603,19431.445,6915.288,2586.0835,19431.445,19431.445,,19431.445,230401.89,19431.445,,,19431.445,,
49,10,42,137,2023-01-09 13:28:46.866787121,6770.0854,467.98627,18878.797,6770.0854,6770.0854,18878.797,6770.0854,18878.797,6770.0854,18878.797,18878.797,6770.0854,18878.797,18878.797
92,10,44,1,2023-01-09 13:36:06.146063617,5399.0366,439.27927,934.2426,5399.0366,5399.0366,,5399.0366,934.2426,5399.0366,,,5399.0366,,
86,3,16,85,2023-01-09 13:43:24.833896494,19767.379,1416.6213,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379,19767.379
44,10,2,90,2023-01-09 13:46:50.988627316,6282.0073,644.8426,3772.0188,6282.0073,6282.0073,97665.96,6282.0073,86168.164,6282.0073,97665.96,97665.96,6282.0073,97665.96,97665.96
7,10,87,130,2023-01-09 13:51:08.528774100,7267.304,257.54016,20568.625,7267.304,7267.304,20568.625,7267.304,20568.625,7267.304,20568.625,20568.625,7267.304,20568.625,20568.625
83,3,113,95,2023-01-09 13:51:49.289981331,7985.5615,504.4561,5139.075,7985.5615,7985.5615,526983.4,7985.5615,8780.509,7985.5615,526983.4,526983.4,7985.5615,526983.4,526983.4
66,1,165,143,2023-01-09 13:56:14.961272404,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318,3980.318
2,4,113,128,2023-01-09 14:00:20.488853245,6131.9453,5739.08,511.19888,6131.9453,6131.9453,607495.1,6131.9453,9305.006,6131.9453,607495.1,607495.1,6131.9453,607495.1,607495.1
64,10,169,113,2023-01-09 14:01:27.975397893,7420.7734,619.4466,2159.5264,7420.7734,7420.7734,,7420.7734,8726.44,7420.7734,,,7420.7734,,
59,10,113,62,2023-01-09 14:03:15.660748968,17966.223,107.68535,175.17189,17966.223,17966.223,265973.9,17966.223,12815.674,17966.223,265973.9,265973.9,17966.223,265973.9,265973.9
93,2,169,72,2023-01-09 14:05:41.090823303,7619.8086,6381.5176,253.11543,7619.8086,7619.8086,,7619.8086,81430.09,7619.8086,,,7619.8086,,
7,10,87,130,2023-01-09 14:08:22.806850373,1034.2781,307.1461,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781,1034.2781
3,10,44,52,2023-01-09 14:10:05.128529066,20206.197,102.32168,2038.9824,20206.197,20206.197,,20206.197,2038.9824,20206.197,,,20206.197,,
29,3,115,115,2023-01-09 14:11:42.328459033,5922.3184,1193.0385,6045.5137,5922.3184,5922.3184,367537.16,5922.3184,6045.5137,5922.3184,367537.16,367537.16,5922.3184,367537.16,367537.16
136,10,113,151,2023-01-09 14:13:18.417705613,3987.8208,193.28917,602.75696,3987.8208,3987.8208,526779.7,3987.8208,602.75696,3987.8208,526779.7,526779.7,3987.8208,526779.7,526779.7
9,10,113,54,2023-01-09 14:18:58.768966276,3479.8884,340.35126,340.35126,3479.8884,3479.8884,,3479.8884,340.35126,3479.8884,,,3479.8884,,
145,3,83,40,2023-01-09 14:19:25.390191470,8752.487,463.06174,20534.795,8752.487,8752.487,,8752.487,607450.5,8752.487,,,8752.487,,
6,3,65,69,2023-01-09 14:20:54.669409459,20486.982,89.27922,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982,20486.982
69,3,51,83,2023-01-09 14:28:17.268532540,7277.0903,442.59912,5298.716,7277.0903,7277.0903,7277.0903,7277.0903,5298.716,7277.0903,7277.0903,7277.0903,7277.0903,7277.0903,7277.0903
109,3,169,7,2023-01-09 14:32:08.522855329,22628.328,231.25432,1587.432,22628.328,22628.328,,22628.328,6586.157,22628.328,,,22628.328,,
2,4,11,128,2023-01-09 14:32:50.114963085,1949.6261,1949.6261,6235.76,1949.6261,1949.6261,223353.58,1949.6261,88847.125,1949.6261,223353.58,223353.58,1949.6261,223353.58,223353.58
103,3,110,48,2023-01-09 14:35:40.073641432,9892.086,211.55078,22922.377,9892.086,9892.086,22922.377,9892.086,22922.377,9892.086,22922.377,22922.377,9892.086,22922.377,22922.377
46,9,83,154,2023-01-09 14:46:44.486506743,5336.348,5336.348,1639.0963,5336.348,5336.348,,5336.348,,5336.348,,,5336.348,,
28,3,112,9,2023-01-09 14:51:00.664081527,19454.807,920.59045,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807,19454.807
117,7,10,158,2023-01-09 14:51:59.448934075,5191.0,5191.0,6391.713,5191.0,5191.0,,5191.0,,5191.0,,,5191.0,,
111,3,113,24,2023-01-09 14:53:49.866604646,10148.816,169.20253,2091.0977,10148.816,10148.816,95394.72,10148.816,3720.5767,10148.816,95394.72,95394.72,10148.816,95394.72,95394.72
22,10,120,3,2023-01-09 15:04:23.741920042,18086.46,2724.973,6490.504,18086.46,18086.46,,18086.46,6490.504,18086.46,,,18086.46,,
78,10,44,55,2023-01-09 15:20:33.682073699,7460.444,969.9401,4228.5537,7460.444,7460.444,28030.896,7460.444,4228.5537,7460.444,28030.896,28030.896,7460.444,28030.896,28030.896
125,3,23,60,2023-01-09 15:26:42.814218806,24368.963,1972.9476,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963,24368.963
2,4,33,128,2023-01-09 15:39:02.392198568,3972.2773,3972.2773,176058.58,3972.2773,3972.2773,705731.0,3972.2773,180411.94,3972.2773,705731.0,705731.0,3972.2773,705731.0,705731.0
103,3,110,48,2023-01-09 15:46:29.536165839,4249.4624,1186.7219,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624,4249.4624
96,6,44,13,2023-01-09 15:46:40.309735689,59347.07,40625.53,1566.6277,59347.07,59347.07,624865.9,59347.07,624865.9,59347.07,624865.9,624865.9,59347.07,624865.9,624865.9
64,10,113,113,2023-01-09 15:51:42.987206738,6615.0117,1869.3052,3473.1206,6615.0117,6615.0117,,6615.0117,5564.2183,6615.0117,,,6615.0117,,
98,3,83,156,2023-01-09 15:54:08.221753251,14688.466,458.68558,4043.7354,14688.466,14688.466,,14688.466,5682.8315,14688.466,,,14688.466,,
13,1,24,14,2023-01-09 15:56:58.196613804,140395.98,7243.2354,93851.91,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98,140395.98
16,1,167,46,2023-01-09 15:57:01.080124128,114787.734,2.8835104,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734,114787.734
131,4,75,84,2023-01-09 16:01:37.962978738,17197.39,1355.5708,9952.841,17197.39,17197.39,17197.39,17197.39,15907.756,17197.39,17197.39,17197.39,17197.39,17197.39,17197.39
94,1,116,45,2023-01-09 16:04:28.435193568,98808.766,447.35507,110261.91,98808.766,98808.766,110261.91,98808.766,110261.91,98808.766,110261.91,110261.91,98808.766,110261.91,110261.91
59,10,120,62,2023-01-09 16:06:24.011210065,7388.3506,881.024,3720.2693,7388.3506,7388.3506,,7388.3506,3720.2693,7388.3506,,,7388.3506,,
137,8,48,117,2023-01-09 16:07:26.577926754,103320.4,12495.324,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4,103320.4
52,1,81,4,2023-01-09 16:08:40.418082738,111409.445,251.9829,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445,111409.445
123,1,78,126,2023-01-09 16:08:55.715135910,83104.96,15.297053,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96,83104.96
37,8,121,49,2023-01-09 16:10:57.601805070,71413.17,211.02388,81670.19,71413.17,71413.17,81670.19,71413.17,81670.19,71413.17,81670.19,81670.19,71413.17,81670.19,81670.19
96,6,14,13,2023-01-09 16:15:53.161737426,1752.852,1752.852,61099.92,1752.852,1752.852,61099.92,1752.852,61099.92,1752.852,61099.92,61099.92,1752.852,61099.92,61099.92
53,4,161,75,2023-01-09 16:19:42.480482598,14101.072,1084.5175,166583.97,14101.072,14101.072,166583.97,14101.072,166583.97,14101.072,166583.97,166583.97,14101.072,166583.97,166583.97
85,8,71,91,2023-01-09 16:22:55.500124710,100489.01,717.8983,112687.58,100489.01,100489.01,112687.58,100489.01,112687.58,100489.01,112687.58,112687.58,100489.01,112687.58,112687.58
53,4,161,75,2023-01-09 16:43:44.806932041,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264,1442.3264
47,10,111,70,2023-01-09 16:46:02.492955449,13110.048,2378.4817,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048,13110.048
124,3,44,41,2023-01-09 16:48:04.350286237,30503.457,3236.1284,3684.0405,30503.457,30503.457,,30503.457,15304.34,30503.457,,,30503.457,,
8,10,3,32,2023-01-09 16:49:51.248510501,27400.328,228.75555,29918.916,27400.328,27400.328,29918.916,27400.328,29918.916,27400.328,29918.916,29918.916,27400.328,29918.916,29918.916
27,8,147,138,2023-01-09 16:50:07.848129024,122511.94,1632.348,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94,122511.94
32,1,170,147,2023-01-09 16:50:59.876110722,103151.125,2524.161,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125,103151.125
22,10,113,3,2023-01-09 16:57:16.417285673,6772.6753,445.16876,3933.4302,6772.6753,6772.6753,625941.0,6772.6753,3933.4302,6772.6753,625941.0,625941.0,6772.6753,625941.0,625941.0
150,8,20,104,2023-01-09 17:19:38.410397649,127517.2,1770.5623,145690.61,127517.2,127517.2,145690.61,127517.2,145690.61,127517.2,145690.61,145690.61,127517.2,145690.61,145690.61
93,2,115,72,2023-01-09 17:31:40.807024633,12359.716,12359.716,11998.479,12359.716,12359.716,471222.38,12359.716,102040.93,12359.716,471222.38,471222.38,12359.716,471222.38,471222.38
32,1,10,147,2023-01-09 17:33:16.320570208,2536.4446,2536.4446,9676.872,2536.4446,2536.4446,228990.16,2536.4446,133756.23,2536.4446,228990.16,228990.16,2536.4446,228990.16,228990.16
9,10,64,54,2023-01-09 17:34:29.687561786,11730.919,2233.2703,15840.04,11730.919,11730.919,178505.78,11730.919,16059.091,11730.919,178505.78,178505.78,11730.919,178505.78,178505.78
70,1,134,63,2023-01-09 17:34:43.503618942,127873.8,87.18305,147241.5,127873.8,127873.8,147241.5,127873.8,147241.5,127873.8,147241.5,147241.5,127873.8,147241.5,147241.5
68,8,145,93,2023-01-09 17:39:25.813317222,110706.29,1187.403,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29,110706.29
46,9,41,154,2023-01-09 17:47:30.619578269,10846.133,10846.133,21490.863,10846.133,10846.133,,10846.133,,10846.133,,,10846.133,,
13,1,169,14,2023-01-09 17:57:19.450698956,7221.254,1355.947,12310.928,7221.254,7221.254,441904.1,7221.254,348311.97,7221.254,441904.1,441904.1,7221.254,441904.1,441904.1
16,1,167,46,2023-01-09 18:19:08.869708778,8527.79,1309.4191,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79,8527.79
