user,group,device,ip,Login Time
13,1,24,14,2023-01-05 09:25:26.927515614
13,1,54,14,2023-01-07 08:37:26.242718902
13,1,62,14,2023-01-07 12:28:51.331762572
13,1,142,14,2023-01-07 14:31:34.961685730
13,1,127,14,2023-01-07 14:53:06.659674407
13,1,24,14,2023-01-08 00:57:02.213101794
13,1,24,14,2023-01-09 15:56:58.196613804
13,1,169,14,2023-01-09 17:57:19.450698956
13,1,24,14,2023-01-10 08:07:54.664192824
13,1,24,14,2023-01-12 16:45:58.258281312
13,1,10,14,2023-01-12 17:55:36.306039456
13,1,64,14,2023-01-12 19:57:44.498315799
13,1,44,14,2023-01-12 21:28:31.146635018
13,1,24,14,2023-01-13 16:34:15.147849648
13,1,120,14,2023-01-13 20:06:34.399922309
13,1,24,14,2023-01-13 21:31:26.859891811
13,1,118,14,2023-01-14 00:22:53.655702317
13,1,42,14,2023-01-14 13:53:09.892619239
13,1,24,14,2023-01-15 00:48:32.849416086
13,1,24,14,2023-01-15 05:38:59.165071647
13,1,44,14,2023-01-17 09:19:04.465094987
13,1,24,14,2023-01-17 13:47:50.120640459
13,1,24,14,2023-01-18 00:36:14.295270852
13,1,44,14,2023-01-18 05:08:00.777704908
13,1,24,14,2023-01-18 05:30:28.166869383
13,1,24,14,2023-01-19 08:00:39.379746966
13,1,24,14,2023-01-20 00:34:18.017775780
13,1,24,14,2023-01-21 07:09:26.065786484
13,1,24,14,2023-01-21 08:57:25.682537417
13,1,24,14,2023-01-21 09:13:49.293318630
13,1,24,14,2023-01-21 09:30:47.817089213
13,1,44,14,2023-01-21 14:03:04.509200220
13,1,24,14,2023-01-22 00:05:30.166377402
13,1,44,14,2023-01-22 01:25:44.002796219
13,1,10,14,2023-01-22 02:58:03.756940621
13,1,11,14,2023-01-22 03:25:07.600189981
13,1,24,14,2023-01-22 03:50:57.463862931
13,1,115,14,2023-01-22 04:07:37.312015634
13,1,64,14,2023-01-23 03:40:31.193860611
13,1,113,14,2023-01-23 04:55:34.293833345
13,1,24,14,2023-01-24 16:20:30.302908890
13,1,115,14,2023-01-24 20:39:23.522727291
13,1,24,14,2023-01-25 09:32:03.207692544
13,1,24,14,2023-01-27 01:10:12.091229868
13,1,24,14,2023-01-28 15:59:17.839245756
13,1,24,14,2023-01-29 01:10:41.031268152
13,1,24,14,2023-01-30 08:44:28.760642964
13,1,24,14,2023-01-31 17:01:35.162003598
13,1,24,14,2023-01-31 17:34:08.088873232
13,1,24,14,2023-02-01 08:36:53.705072658
13,1,107,14,2023-02-01 10:21:09.769465039
13,1,5,14,2023-02-01 10:34:12.677901243
13,1,2,14,2023-02-01 11:02:22.140329826
13,1,2,14,2023-02-01 13:48:34.719257660
13,1,24,14,2023-02-02 08:35:23.460564174
13,1,64,14,2023-02-02 12:42:38.898263001
13,1,24,14,2023-02-03 16:38:29.012503692
13,1,24,14,2023-02-04 17:22:23.595313974
13,1,169,14,2023-02-04 20:16:52.100761086
13,1,9,14,2023-02-04 20:28:57.125101912
13,1,70,14,2023-02-04 20:48:15.584807324
13,1,64,14,2023-02-04 21:30:18.184774758
13,1,24,14,2023-02-05 00:58:07.683212796
13,1,24,14,2023-02-05 02:32:12.240490652
13,1,44,14,2023-02-05 06:23:56.381645221
13,1,24,14,2023-02-06 08:14:16.019068974
13,1,2,14,2023-02-06 08:24:58.595470036
13,1,11,14,2023-02-07 15:56:22.018910299
13,1,169,14,2023-02-07 18:59:18.852996768
13,1,113,14,2023-02-07 20:54:25.306913501
13,1,24,14,2023-02-08 09:15:40.706593692
13,1,24,14,2023-02-08 10:29:23.755229444
13,1,24,14,2023-02-10 15:59:06.574079364
13,1,24,14,2023-02-10 21:00:08.993425012
13,1,24,14,2023-02-11 01:08:17.058343062
13,1,24,14,2023-02-11 03:51:56.762009747
13,1,24,14,2023-02-12 17:02:54.809251092
13,1,24,14,2023-02-12 20:55:57.515874120
10,1,66,26,2022-12-31 23:51:21.965702160
10,1,11,26,2023-01-01 02:16:40.023277889
10,1,66,26,2023-01-02 17:01:16.225731018
10,1,66,26,2023-01-03 16:34:45.788396448
10,1,66,26,2023-01-04 16:35:27.085335594
10,1,66,26,2023-01-04 17:35:01.014299822
10,1,66,26,2023-01-05 08:42:20.694971598
10,1,66,26,2023-01-06 16:27:35.330974554
10,1,2,26,2023-01-06 19:14:30.626523692
10,1,66,26,2023-01-06 19:57:18.830473223
10,1,113,26,2023-01-06 20:12:08.148854603
10,1,66,26,2023-01-07 07:59:48.551212302
10,1,44,26,2023-01-07 12:13:11.629476000
10,1,66,26,2023-01-07 12:52:18.813532075
10,1,44,26,2023-01-07 13:47:49.394350187
10,1,66,26,2023-01-08 01:03:26.447170614
10,1,66,26,2023-01-08 01:29:00.979511806
10,1,66,26,2023-01-09 00:08:27.337794942
10,1,66,26,2023-01-09 04:05:20.414992699
10,1,113,26,2023-01-09 04:22:55.779143752
10,1,66,26,2023-01-10 00:45:37.018568712
10,1,66,26,2023-01-10 01:13:08.911158313
10,1,66,26,2023-01-11 17:27:05.285110158
10,1,124,26,2023-01-11 17:42:05.879754694
10,1,121,26,2023-01-11 19:56:35.761168107
10,1,64,26,2023-01-11 21:31:17.970322962
10,1,66,26,2023-01-12 08:37:37.213825608
10,1,66,26,2023-01-12 10:28:46.110722135
10,1,66,26,2023-01-13 00:19:51.122776032
10,1,64,26,2023-01-13 03:07:11.576834113
10,1,11,26,2023-01-13 03:44:21.166424132
10,1,66,26,2023-01-14 07:58:15.962221380
10,1,115,26,2023-01-14 12:47:03.511376944
10,1,66,26,2023-01-15 17:15:00.046865298
10,1,109,26,2023-01-15 17:27:38.503684071
10,1,66,26,2023-01-15 19:40:05.945479234
10,1,10,26,2023-01-15 21:16:16.155864881
10,1,64,26,2023-01-15 21:32:07.199209322
10,1,15,26,2023-01-15 22:13:15.580409459
10,1,66,26,2023-01-16 16:58:49.051292802
10,1,113,26,2023-01-16 17:53:37.157319688
10,1,115,26,2023-01-16 21:45:32.338881257
10,1,66,26,2023-01-17 01:35:52.172783844
10,1,66,26,2023-01-18 17:23:21.421705740
10,1,129,26,2023-01-18 20:54:51.930980726
10,1,66,26,2023-01-20 17:38:02.205533538
10,1,169,26,2023-01-20 22:33:47.600002986
10,1,66,26,2023-01-21 16:59:47.259249192
10,1,66,26,2023-01-21 19:59:16.354854430
10,1,66,26,2023-01-22 00:37:45.874614714
10,1,66,26,2023-01-22 04:21:33.595479875
10,1,115,26,2023-01-22 07:01:20.244517999
10,1,78,26,2023-01-23 16:17:22.196115221
10,1,55,26,2023-01-23 19:28:21.366725714
10,1,90,26,2023-01-23 19:58:56.715440716
10,1,66,26,2023-01-23 21:26:51.355798400
10,1,66,26,2023-01-24 16:41:41.726566236
10,1,66,26,2023-01-24 20:36:18.817386813
10,1,66,26,2023-01-25 16:49:31.100515374
10,1,66,26,2023-01-26 08:47:16.653112866
10,1,66,26,2023-01-26 08:57:25.616937129
10,1,66,26,2023-01-27 16:21:17.888791926
10,1,113,26,2023-01-27 21:18:11.536235632
10,1,66,26,2023-01-28 08:38:25.629028512
10,1,66,26,2023-01-28 12:21:45.152348501
10,1,66,26,2023-01-29 00:56:43.195094136
10,1,66,26,2023-01-29 04:20:39.542421166
10,1,11,26,2023-01-29 06:34:18.515428789
10,1,66,26,2023-01-30 01:04:59.707710738
10,1,66,26,2023-01-31 09:12:35.418548202
10,1,66,26,2023-01-31 11:37:18.782969863
10,1,66,26,2023-02-01 08:40:41.398648134
10,1,66,26,2023-02-01 10:58:52.715306419
10,1,66,26,2023-02-01 11:51:01.574664111
10,1,66,26,2023-02-02 00:36:27.750859932
10,1,66,26,2023-02-03 00:33:56.794330620
10,1,66,26,2023-02-04 00:21:15.565122749
10,1,66,26,2023-02-05 16:44:45.285362226
10,1,99,26,2023-02-05 17:55:16.843448078
10,1,130,26,2023-02-05 19:52:39.390664023
10,1,93,26,2023-02-05 22:53:06.562840218
10,1,66,26,2023-02-06 01:12:13.809312585
10,1,66,26,2023-02-06 05:37:16.283806670
10,1,66,26,2023-02-06 08:40:50.161554170
10,1,66,26,2023-02-07 00:58:23.450757936
10,1,11,26,2023-02-07 02:01:40.648625968
10,1,122,26,2023-02-07 02:24:32.856597127
10,1,115,26,2023-02-07 03:14:29.882503928
10,1,15,26,2023-02-07 04:16:59.794522577
10,1,113,26,2023-02-07 05:47:03.134691218
10,1,66,26,2023-02-07 08:04:10.193938699
10,1,66,26,2023-02-08 00:12:53.731534746
10,1,66,26,2023-02-09 16:12:18.105119208
10,1,66,26,2023-02-10 00:44:44.018126886
10,1,66,26,2023-02-10 06:13:06.297474624
10,1,66,26,2023-02-11 08:06:34.854669966
10,1,66,26,2023-02-11 23:57:01.436205030
10,1,66,26,2023-02-12 01:44:53.730044555
10,1,10,26,2023-02-12 02:39:28.787433760
10,1,169,26,2023-02-12 06:10:32.100322347
32,1,170,147,2023-01-01 07:41:23.787815934
32,1,113,147,2023-01-01 12:52:02.756423110
32,1,170,147,2023-01-01 14:12:22.852359314
32,1,170,147,2023-01-02 08:36:55.627745862
32,1,170,147,2023-01-02 11:06:05.145494862
32,1,170,147,2023-01-02 11:26:30.437834208
32,1,169,147,2023-01-02 12:59:20.433334217
32,1,170,147,2023-01-03 16:33:51.008692926
32,1,11,147,2023-01-03 19:44:26.808393957
32,1,170,147,2023-01-04 01:43:22.244403354
32,1,170,147,2023-01-05 16:02:34.382703378
32,1,64,147,2023-01-05 18:22:12.587929428
32,1,10,147,2023-01-05 19:45:58.535971536
32,1,2,147,2023-01-05 22:23:46.800010486
32,1,170,147,2023-01-06 17:47:42.573458394
32,1,170,147,2023-01-07 00:50:05.499736674
32,1,120,147,2023-01-07 01:38:59.041852181
32,1,10,147,2023-01-07 01:56:46.158897961
32,1,170,147,2023-01-08 09:12:02.057019594
32,1,170,147,2023-01-08 12:11:48.750892257
32,1,170,147,2023-01-09 16:50:59.876110722
32,1,10,147,2023-01-09 17:33:16.320570208
32,1,2,147,2023-01-09 19:05:51.465730573
32,1,169,147,2023-01-09 20:05:51.341124341
32,1,2,147,2023-01-09 20:26:26.849091307
32,1,170,147,2023-01-09 21:28:15.191660670
32,1,170,147,2023-01-10 01:35:32.226727632
32,1,170,147,2023-01-11 16:24:57.679915752
32,1,170,147,2023-01-11 20:11:46.179242015
32,1,170,147,2023-01-11 20:28:37.614227101
32,1,170,147,2023-01-11 21:25:15.056645458
32,1,170,147,2023-01-12 08:22:21.601506102
32,1,120,147,2023-01-12 08:41:23.997121967
32,1,170,147,2023-01-13 08:10:10.684471014
32,1,170,147,2023-01-14 08:10:55.455501900
32,1,170,147,2023-01-14 14:01:03.090051359
32,1,170,147,2023-01-15 16:47:04.241090544
32,1,170,147,2023-01-15 20:32:44.112381259
32,1,170,147,2023-01-16 09:14:47.947864980
32,1,170,147,2023-01-17 01:41:49.011854004
32,1,170,147,2023-01-19 08:32:58.068961590
32,1,169,147,2023-01-19 11:34:35.204669271
32,1,10,147,2023-01-19 11:59:18.291197506
32,1,170,147,2023-01-19 13:27:08.118153723
32,1,2,147,2023-01-19 14:58:13.120058706
32,1,170,147,2023-01-19 15:19:31.483315225
32,1,170,147,2023-01-20 00:48:23.749523304
32,1,170,147,2023-01-20 07:54:58.547630173
32,1,170,147,2023-01-21 08:34:12.847192524
32,1,170,147,2023-01-22 16:59:33.329026974
32,1,126,147,2023-01-22 22:45:20.733421093
32,1,170,147,2023-01-23 08:35:35.969021760
32,1,170,147,2023-01-24 07:59:59.932393836
32,1,170,147,2023-01-24 13:02:07.856273104
32,1,170,147,2023-01-25 16:46:47.806471386
32,1,113,147,2023-01-25 20:13:32.213193035
32,1,64,147,2023-01-25 21:05:52.959027278
32,1,170,147,2023-01-26 09:27:38.156498844
32,1,79,147,2023-01-27 14:26:58.643080022
32,1,170,147,2023-01-27 16:39:15.306900870
32,1,120,147,2023-01-27 18:10:25.236794448
32,1,113,147,2023-01-27 18:23:23.920862534
32,1,169,147,2023-01-27 18:37:40.207516001
32,1,164,147,2023-01-27 20:19:30.968183281
32,1,44,147,2023-01-27 22:59:53.027559470
32,1,170,147,2023-01-28 08:22:26.398362504
32,1,170,147,2023-01-29 08:04:48.311982354
32,1,170,147,2023-01-30 10:03:57.709244688
32,1,170,147,2023-01-30 14:26:06.345758045
32,1,170,147,2023-01-31 16:20:37.887514650
32,1,170,147,2023-02-01 01:00:00.173700570
32,1,170,147,2023-02-02 17:38:15.884032008
32,1,10,147,2023-02-02 22:51:13.275501233
32,1,170,147,2023-02-04 01:12:30.170738412
32,1,170,147,2023-02-05 08:55:30.797904192
32,1,170,147,2023-02-05 12:00:51.503443902
32,1,170,147,2023-02-06 00:29:41.045787702
32,1,115,147,2023-02-06 01:19:51.534680793
32,1,169,147,2023-02-06 03:58:58.275174813
32,1,170,147,2023-02-06 04:18:24.677138775
32,1,10,147,2023-02-06 05:10:07.338419583
32,1,11,147,2023-02-06 06:01:00.259923609
32,1,65,147,2023-02-07 17:58:15.762064683
32,1,120,147,2023-02-07 19:46:10.237569227
32,1,95,147,2023-02-07 22:21:40.631267955
32,1,170,147,2023-02-08 08:51:12.015495612
32,1,170,147,2023-02-08 11:26:00.290692192
32,1,170,147,2023-02-09 16:39:31.679735736
32,1,105,147,2023-02-09 20:50:47.928346909
32,1,86,147,2023-02-09 21:25:37.676291369
32,1,170,147,2023-02-10 08:44:22.198376802
32,1,11,147,2023-02-11 00:47:48.533895420
32,1,11,147,2023-02-11 01:29:15.503807603
32,1,170,147,2023-02-11 02:47:24.904327134
32,1,170,147,2023-02-12 16:25:11.784629796
82,1,114,65,2023-01-01 17:16:27.774999072
82,1,44,65,2023-01-01 18:01:17.678036572
82,1,114,65,2023-01-02 00:35:17.162352360
82,1,113,65,2023-01-02 01:34:04.321063730
82,1,64,65,2023-01-02 02:27:42.012021393
82,1,114,65,2023-01-02 05:02:19.943686981
82,1,114,65,2023-01-03 08:22:04.721782938
82,1,113,65,2023-01-03 10:15:15.959319454
82,1,44,65,2023-01-03 14:06:40.563049247
82,1,115,65,2023-01-03 14:17:18.274544910
82,1,114,65,2023-01-04 08:34:42.721739718
82,1,114,65,2023-01-05 15:42:50.823661392
82,1,114,65,2023-01-05 16:15:06.800380335
82,1,113,65,2023-01-05 19:30:41.044282099
82,1,11,65,2023-01-05 20:05:41.629420581
82,1,114,65,2023-01-06 08:53:59.553695334
82,1,114,65,2023-01-08 16:06:06.129600522
82,1,114,65,2023-01-08 23:56:24.060962952
82,1,114,65,2023-01-10 06:54:49.729035782
82,1,114,65,2023-01-10 08:07:21.417372126
82,1,114,65,2023-01-11 09:37:06.767884146
82,1,114,65,2023-01-12 08:27:06.304599276
82,1,114,65,2023-01-13 08:41:51.471265248
82,1,11,65,2023-01-13 08:57:31.001232120
82,1,113,65,2023-01-13 10:10:16.201904792
82,1,2,65,2023-01-13 10:28:14.558752828
82,1,169,65,2023-01-13 11:59:52.642304141
82,1,114,65,2023-01-13 22:29:03.453867259
82,1,114,65,2023-01-14 00:03:47.548569270
82,1,115,65,2023-01-14 03:01:18.910812428
82,1,6,65,2023-01-14 04:09:18.708406166
82,1,114,65,2023-01-15 16:20:21.654457098
82,1,62,65,2023-01-15 18:29:36.726168015
82,1,2,65,2023-01-15 19:59:25.988903140
82,1,2,65,2023-01-15 21:02:54.263480763
82,1,114,65,2023-01-17 16:37:45.492534720
82,1,129,65,2023-01-17 17:17:27.674754991
82,1,121,65,2023-01-17 19:35:43.439927373
82,1,114,65,2023-01-18 16:16:39.899960046
82,1,169,65,2023-01-18 18:04:29.112401225
82,1,16,65,2023-01-18 19:07:59.840823571
82,1,89,65,2023-01-18 21:08:04.140289010
82,1,114,65,2023-01-19 00:48:44.134413360
82,1,114,65,2023-01-22 01:07:55.741002108
82,1,114,65,2023-01-22 01:42:05.007042791
82,1,114,65,2023-01-23 07:52:54.746482098
82,1,114,65,2023-01-23 12:18:40.739743237
82,1,114,65,2023-01-24 00:18:05.840993874
82,1,114,65,2023-01-25 07:58:15.323211234
82,1,114,65,2023-01-26 17:23:00.576560945
82,1,114,65,2023-01-26 17:51:10.649627568
82,1,114,65,2023-01-29 08:15:47.746343034
82,1,114,65,2023-01-30 09:20:18.668244786
82,1,120,65,2023-01-30 11:21:01.883846009
82,1,169,65,2023-01-30 11:34:20.309894822
82,1,114,65,2023-01-31 00:53:49.131522378
82,1,114,65,2023-01-31 01:44:16.153834784
82,1,114,65,2023-01-31 07:22:06.026925653
82,1,114,65,2023-02-01 00:10:40.512093846
82,1,123,65,2023-02-01 04:40:25.625025807
82,1,37,65,2023-02-01 07:09:27.764066689
82,1,114,65,2023-02-01 23:59:41.633624832
82,1,115,65,2023-02-02 01:45:50.315702144
82,1,64,65,2023-02-02 03:22:24.517648243
82,1,114,65,2023-02-03 01:11:56.023076856
82,1,114,65,2023-02-03 05:42:17.577106714
82,1,114,65,2023-02-04 08:32:36.324615750
82,1,120,65,2023-02-04 12:34:40.045033671
82,1,114,65,2023-02-06 16:47:21.268069146
82,1,114,65,2023-02-06 17:01:14.810791073
82,1,114,65,2023-02-06 19:17:53.140256606
82,1,114,65,2023-02-07 00:26:59.001177024
82,1,113,65,2023-02-07 04:11:19.991943590
82,1,114,65,2023-02-08 16:38:38.519427474
82,1,114,65,2023-02-09 16:23:42.268496712
82,1,114,65,2023-02-09 18:20:59.914331475
82,1,114,65,2023-02-09 20:13:52.469691034
82,1,114,65,2023-02-10 08:31:27.910042530
82,1,114,65,2023-02-12 08:38:16.381468091
82,1,114,65,2023-02-12 12:01:32.889328092
52,1,81,4,2023-01-01 07:50:43.859397318
52,1,64,4,2023-01-02 00:31:17.359349394
52,1,81,4,2023-01-02 00:41:58.967971980
52,1,64,4,2023-01-02 04:26:32.730215404
52,1,81,4,2023-01-03 15:52:35.533785240
52,1,81,4,2023-01-03 17:26:05.591810362
52,1,81,4,2023-01-05 16:13:07.716759186
52,1,81,4,2023-01-06 15:53:58.042140582
52,1,115,4,2023-01-06 20:44:25.221370706
52,1,44,4,2023-01-06 21:01:26.938697960
52,1,81,4,2023-01-07 00:58:12.978994290
52,1,44,4,2023-01-07 02:21:43.210270991
52,1,81,4,2023-01-08 08:13:31.325663952
52,1,81,4,2023-01-08 09:11:50.971097762
52,1,81,4,2023-01-09 16:08:40.418082738
52,1,81,4,2023-01-10 00:48:41.541690450
52,1,115,4,2023-01-10 01:00:53.308842261
52,1,81,4,2023-01-10 06:24:05.765899885
52,1,125,4,2023-01-10 06:47:02.369026411
52,1,2,4,2023-01-11 02:53:45.474112883
52,1,44,4,2023-01-11 03:55:56.714191823
52,1,11,4,2023-01-11 05:16:08.386685241
52,1,44,4,2023-01-11 06:22:50.894316663
52,1,81,4,2023-01-12 08:45:55.649980986
52,1,81,4,2023-01-13 00:46:04.031801724
52,1,81,4,2023-01-14 08:27:48.180745488
52,1,81,4,2023-01-15 16:18:33.443328552
52,1,81,4,2023-01-16 17:03:27.066272718
52,1,81,4,2023-01-17 01:03:45.155685624
52,1,115,4,2023-01-17 03:07:49.262728263
52,1,81,4,2023-01-17 04:48:53.409849494
52,1,81,4,2023-01-18 08:38:27.931208712
52,1,169,4,2023-01-18 11:48:34.975578249
52,1,81,4,2023-01-19 08:23:23.294423826
52,1,2,4,2023-01-19 14:27:17.719864413
52,1,81,4,2023-01-20 16:12:44.870853516
52,1,81,4,2023-01-21 00:34:04.132483020
52,1,64,4,2023-01-21 03:23:04.862823353
52,1,115,4,2023-01-21 05:29:22.864813472
52,1,81,4,2023-01-22 00:43:30.104102742
52,1,81,4,2023-01-22 02:54:06.808095656
52,1,81,4,2023-01-23 00:18:19.256255964
52,1,81,4,2023-01-23 03:31:27.740048531
52,1,81,4,2023-01-24 08:27:31.952507286
52,1,81,4,2023-01-24 09:29:28.312369962
52,1,81,4,2023-01-24 12:24:00.677225724
52,1,81,4,2023-01-25 00:20:42.049296582
52,1,81,4,2023-01-25 07:03:27.207617114
52,1,81,4,2023-01-26 01:05:27.182979222
52,1,81,4,2023-01-26 01:18:14.153388876
52,1,81,4,2023-01-26 03:51:41.620262821
52,1,81,4,2023-01-26 04:48:29.153999037
52,1,81,4,2023-01-27 00:10:33.095321375
52,1,81,4,2023-01-27 00:59:39.827678603
52,1,81,4,2023-01-28 16:18:01.083295968
52,1,81,4,2023-01-28 18:21:11.883323789
52,1,44,4,2023-01-28 20:07:06.054201078
52,1,81,4,2023-01-29 08:31:45.795983526
52,1,81,4,2023-01-29 11:24:16.303328055
52,1,81,4,2023-01-29 14:09:26.294010910
52,1,81,4,2023-01-30 08:46:32.086847736
52,1,81,4,2023-01-30 11:59:18.795545485
52,1,81,4,2023-01-31 07:56:46.180738722
52,1,81,4,2023-01-31 09:16:23.489419170
52,1,81,4,2023-01-31 12:33:28.246299606
52,1,81,4,2023-02-01 07:33:12.753136944
52,1,81,4,2023-02-01 11:01:03.184214757
52,1,10,4,2023-02-01 11:31:59.945738182
52,1,11,4,2023-02-01 12:33:34.857395331
52,1,81,4,2023-02-03 00:04:09.435341742
52,1,81,4,2023-02-04 09:50:01.102033620
52,1,115,4,2023-02-04 10:17:23.149270560
52,1,10,4,2023-02-04 14:13:04.662158255
52,1,81,4,2023-02-05 08:28:41.292162828
52,1,81,4,2023-02-05 11:58:12.212990177
52,1,81,4,2023-02-05 12:09:34.969217539
52,1,81,4,2023-02-07 08:49:29.726931624
52,1,64,4,2023-02-07 12:12:24.193430370
52,1,169,4,2023-02-08 00:30:38.339826313
52,1,11,4,2023-02-08 04:00:40.223670245
52,1,81,4,2023-02-09 16:40:45.456319332
52,1,81,4,2023-02-10 08:30:22.029518550
52,1,81,4,2023-02-11 00:31:53.798891778
52,1,115,4,2023-02-12 00:16:49.330731811
52,1,10,4,2023-02-12 05:21:03.669663546
52,1,116,4,2023-02-12 07:11:03.824981075
52,1,13,4,2023-02-12 08:00:57.283890209
140,8,115,74,2023-01-01 09:09:13.657601646
140,8,10,74,2023-01-01 12:31:26.818914414
140,8,104,74,2023-01-02 08:14:29.812226646
140,8,104,74,2023-01-02 12:37:42.883071447
140,8,113,74,2023-01-02 12:49:39.588517084
140,8,104,74,2023-01-02 13:16:11.732690010
140,8,104,74,2023-01-04 00:11:24.019087518
140,8,64,74,2023-01-05 00:19:40.811779380
140,8,104,74,2023-01-05 01:18:07.520798502
140,8,120,74,2023-01-05 02:41:26.697017673
140,8,104,74,2023-01-06 16:36:16.245966456
140,8,104,74,2023-01-07 00:14:13.032908040
140,8,104,74,2023-01-08 18:18:28.192681296
140,8,104,74,2023-01-09 08:04:05.575347654
140,8,104,74,2023-01-10 00:16:55.844329416
140,8,104,74,2023-01-11 16:13:35.162410398
140,8,104,74,2023-01-11 21:20:05.158342612
140,8,104,74,2023-01-12 08:55:18.717014346
140,8,104,74,2023-01-12 11:30:42.511952459
140,8,104,74,2023-01-14 17:19:37.795751238
140,8,104,74,2023-01-15 00:30:06.769537800
140,8,104,74,2023-01-17 00:34:07.289651562
140,8,11,74,2023-01-17 01:33:37.334309981
140,8,11,74,2023-01-17 02:52:26.524460086
140,8,104,74,2023-01-17 04:31:46.734545746
140,8,104,74,2023-01-18 16:12:55.893192762
140,8,115,74,2023-01-18 19:10:46.831995615
140,8,115,74,2023-01-19 01:28:04.011078163
140,8,104,74,2023-01-19 08:46:37.836629376
140,8,104,74,2023-01-20 08:17:43.034213796
140,8,104,74,2023-01-20 11:36:56.846299466
140,8,104,74,2023-01-23 08:50:47.283659580
140,8,117,74,2023-01-23 13:35:25.923929872
140,8,129,74,2023-01-23 15:12:37.425709509
140,8,104,74,2023-01-24 00:26:50.176049556
140,8,104,74,2023-01-24 08:09:29.928228961
140,8,104,74,2023-01-25 16:30:14.102632398
140,8,10,74,2023-01-25 18:00:22.506342099
140,8,120,74,2023-01-25 21:55:34.553006869
140,8,104,74,2023-01-26 16:34:24.438096018
140,8,10,74,2023-01-26 19:24:37.529976614
140,8,24,74,2023-01-26 21:11:54.692342886
140,8,115,74,2023-01-26 21:38:54.557194223
140,8,104,74,2023-01-27 00:55:18.804564693
140,8,104,74,2023-01-27 01:21:05.413368606
140,8,104,74,2023-01-27 03:53:28.670824319
140,8,104,74,2023-01-29 17:29:10.951886844
140,8,104,74,2023-01-30 16:42:27.062286435
140,8,104,74,2023-01-30 17:37:54.202584900
140,8,113,74,2023-01-30 21:40:56.142780721
140,8,104,74,2023-01-31 16:47:01.894712538
140,8,104,74,2023-02-01 01:04:42.823123362
140,8,104,74,2023-02-02 16:41:49.031417376
140,8,113,74,2023-02-02 23:34:18.126416556
140,8,104,74,2023-02-03 08:09:30.099085962
140,8,64,74,2023-02-03 08:27:01.117902976
140,8,104,74,2023-02-03 09:04:45.941476377
140,8,44,74,2023-02-03 12:38:27.432883763
140,8,104,74,2023-02-04 15:48:19.396600056
140,8,104,74,2023-02-04 23:57:39.362855718
140,8,11,74,2023-02-05 02:28:12.207293670
140,8,120,74,2023-02-05 04:28:58.582539373
140,8,104,74,2023-02-05 06:09:54.899431216
140,8,104,74,2023-02-06 16:00:46.629962844
140,8,104,74,2023-02-07 00:18:37.764208464
140,8,120,74,2023-02-07 02:52:24.087686981
140,8,124,74,2023-02-07 03:47:45.324954107
140,8,104,74,2023-02-11 00:29:53.963778330
140,8,104,74,2023-02-12 08:32:56.166272526
126,8,46,111,2023-01-01 08:32:39.531995880
126,8,11,111,2023-01-01 11:35:43.834244277
126,8,113,111,2023-01-01 12:51:39.187467425
126,8,46,111,2023-01-02 16:12:18.982723902
126,8,44,111,2023-01-02 17:36:38.954541443
126,8,11,111,2023-01-02 18:48:18.323490159
126,8,46,111,2023-01-02 20:04:57.977488611
126,8,46,111,2023-01-02 21:28:11.746673414
126,8,46,111,2023-01-02 21:43:09.804369344
126,8,44,111,2023-01-02 23:02:16.750231790
126,8,46,111,2023-01-03 08:32:35.719195224
126,8,46,111,2023-01-04 00:52:31.503520607
126,8,46,111,2023-01-04 03:21:42.349754175
126,8,46,111,2023-01-04 04:58:33.697101907
126,8,46,111,2023-01-05 00:48:07.001001180
126,8,46,111,2023-01-05 05:42:41.294310198
126,8,46,111,2023-01-06 17:46:13.700403750
126,8,123,111,2023-01-06 20:06:59.359396748
126,8,46,111,2023-01-07 00:32:58.389748746
126,8,46,111,2023-01-08 17:20:37.339941102
126,8,46,111,2023-01-08 20:23:09.965781298
126,8,46,111,2023-01-09 00:17:36.348994224
126,8,46,111,2023-01-09 06:06:22.101966683
126,8,46,111,2023-01-09 06:17:01.655066170
126,8,46,111,2023-01-10 00:19:55.567598562
126,8,115,111,2023-01-10 02:32:56.577718184
126,8,115,111,2023-01-10 03:32:40.351145754
126,8,10,111,2023-01-10 08:03:56.668638116
126,8,46,111,2023-01-11 01:32:07.324164372
126,8,102,111,2023-01-11 04:14:31.266551031
126,8,46,111,2023-01-14 17:15:15.793133940
126,8,11,111,2023-01-15 00:56:13.484929037
126,8,10,111,2023-01-15 04:21:12.951972081
126,8,2,111,2023-01-15 05:04:57.974668250
126,8,44,111,2023-01-15 06:07:17.103837479
126,8,46,111,2023-01-16 00:29:03.093123030
126,8,46,111,2023-01-17 00:04:35.514189930
126,8,46,111,2023-01-17 00:33:28.460695466
126,8,112,111,2023-01-17 02:08:32.759736119
126,8,63,111,2023-01-17 05:08:10.229428404
126,8,46,111,2023-01-18 08:38:54.367891086
126,8,46,111,2023-01-19 00:34:43.505963388
126,8,46,111,2023-01-20 08:42:52.365292404
126,8,46,111,2023-01-21 17:29:14.268554520
126,8,120,111,2023-01-21 21:36:40.819702903
126,8,46,111,2023-01-22 16:50:28.537356774
126,8,46,111,2023-01-22 18:00:47.278086242
126,8,46,111,2023-01-22 18:25:06.883539682
126,8,115,111,2023-01-22 19:08:12.217674581
126,8,44,111,2023-01-22 19:22:44.713467249
